symbol,observed_session,resolution,event_type,canonical_price_factor,canonical_status,applied_as_canonical_event,observed_price_ratio,residual_discontinuity_after_factor,filing_form,filing_date,filing_items,source,ratio_text,issuer,cik,evidence_status,filing_candidates,cohorts_touched,roles,note
BNAI,2026-01-16,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,1.220848,,,,,https://www.sec.gov/Archives/edgar/data/1838163/000149315225025613/form8-k.htm,,Brand Engagement Network Inc.,1838163,FILING_EVIDENCE_FOUND,15,2026-01-28;2026-02-04,ranking_window_shortlist;recorded_selection_window,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BNAI,2026-01-21,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,1.482815,,,,,https://www.sec.gov/Archives/edgar/data/1838163/000149315225025613/form8-k.htm,,Brand Engagement Network Inc.,1838163,FILING_EVIDENCE_FOUND,15,2026-01-28;2026-02-04;2026-02-11,ranking_window_shortlist;recorded_selection_window,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BNAI,2026-01-23,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,1.206659,,,,,https://www.sec.gov/Archives/edgar/data/1838163/000149315225025613/form8-k.htm,,Brand Engagement Network Inc.,1838163,FILING_EVIDENCE_FOUND,15,2026-01-28;2026-02-04;2026-02-11,ranking_window_shortlist;recorded_selection_window,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BNAI,2026-01-26,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,3.356969,,,,,https://www.sec.gov/Archives/edgar/data/1838163/000149315225025613/form8-k.htm,,Brand Engagement Network Inc.,1838163,FILING_EVIDENCE_FOUND,15,2026-01-28;2026-02-04;2026-02-11,ranking_window_shortlist;recorded_selection_window,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BNAI,2026-01-27,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,0.640142,,,,,https://www.sec.gov/Archives/edgar/data/1838163/000149315225025613/form8-k.htm,,Brand Engagement Network Inc.,1838163,FILING_EVIDENCE_FOUND,15,2026-01-28;2026-02-04;2026-02-11,ranking_window_shortlist;recorded_selection_window,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BNAI,2026-01-28,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,1.212005,,,,,https://www.sec.gov/Archives/edgar/data/1838163/000149315225025613/form8-k.htm,,Brand Engagement Network Inc.,1838163,FILING_EVIDENCE_FOUND,15,2026-01-28;2026-02-04;2026-02-11,ranking_window_shortlist;recorded_selection_window,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BNAI,2026-01-29,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,0.833016,,,,,https://www.sec.gov/Archives/edgar/data/1838163/000149315225025613/form8-k.htm,,Brand Engagement Network Inc.,1838163,FILING_EVIDENCE_FOUND,15,2026-01-28;2026-02-04;2026-02-11,ranking_window_shortlist;recorded_selection_window,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BNAI,2026-01-30,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,0.601372,,,,,https://www.sec.gov/Archives/edgar/data/1838163/000149315225025613/form8-k.htm,,Brand Engagement Network Inc.,1838163,FILING_EVIDENCE_FOUND,15,2026-01-28;2026-02-04;2026-02-11,ranking_window_shortlist;recorded_selection_window,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BNAI,2026-02-05,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,1.245291,,,,,https://www.sec.gov/Archives/edgar/data/1838163/000149315225025613/form8-k.htm,,Brand Engagement Network Inc.,1838163,FILING_EVIDENCE_FOUND,15,2026-01-28;2026-02-04;2026-02-11,ranking_window_shortlist;recorded_selection_window,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BNAI,2026-02-11,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,0.818986,,,,,https://www.sec.gov/Archives/edgar/data/1838163/000149315225025613/form8-k.htm,,Brand Engagement Network Inc.,1838163,FILING_EVIDENCE_FOUND,15,2026-01-28;2026-02-04;2026-02-11;2026-03-04,ranking_window_shortlist;recorded_selection_window,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BNAI,2026-02-12,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,1.2125,,,,,https://www.sec.gov/Archives/edgar/data/1838163/000149315225025613/form8-k.htm,,Brand Engagement Network Inc.,1838163,FILING_EVIDENCE_FOUND,15,2026-01-28;2026-02-04;2026-02-11;2026-03-04,ranking_window_shortlist;recorded_selection_window,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BNAI,2026-02-24,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,1.427146,,,,,https://www.sec.gov/Archives/edgar/data/1838163/000149315225025613/form8-k.htm,,Brand Engagement Network Inc.,1838163,FILING_EVIDENCE_FOUND,15,2026-02-11;2026-03-04;2026-03-11,ranking_window_shortlist;recorded_selection_window,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BNAI,2026-02-27,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,1.361312,,,,,https://www.sec.gov/Archives/edgar/data/1838163/000149315225025613/form8-k.htm,,Brand Engagement Network Inc.,1838163,FILING_EVIDENCE_FOUND,15,2026-02-11;2026-03-04;2026-03-11;2026-03-18,ranking_window_shortlist;recorded_selection_window,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BNAI,2026-03-09,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,0.743176,,,,,https://www.sec.gov/Archives/edgar/data/1838163/000149315225025613/form8-k.htm,,Brand Engagement Network Inc.,1838163,FILING_EVIDENCE_FOUND,15,2026-03-04;2026-03-11;2026-03-18,ranking_window_shortlist;recorded_selection_window,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BNAI,2026-04-13,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,1.212806,,,,,https://www.sec.gov/Archives/edgar/data/1838163/000149315225025613/form8-k.htm,,Brand Engagement Network Inc.,1838163,FILING_EVIDENCE_FOUND,15,2026-04-15,ranking_window_shortlist,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BOT,2026-05-22,NO_ACTION_FILING_FOUND,,,,False,0.768254,,,,,,,"RoboStrategy, Inc.",2081119,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-06-10,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BQ,2025-09-29,NO_ACTION_FILING_FOUND,,,,False,3.4108,,,,,,,Boqii Holding Ltd,1815021,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-08,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BQ,2025-10-02,NO_ACTION_FILING_FOUND,,,,False,1.521875,,,,,,,Boqii Holding Ltd,1815021,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-08,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BQ,2025-10-07,NO_ACTION_FILING_FOUND,,,,False,0.781257,,,,,,,Boqii Holding Ltd,1815021,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-08,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BREA,2025-09-18,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,3.276316,,,,,https://www.sec.gov/Archives/edgar/data/1939965/000121390025056896/0001213900-25-056896.txt,,Brera Holdings PLC,1939965,FILING_EVIDENCE_FOUND,40,2025-09-24;2025-10-01,ranking_window_shortlist,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BREA,2025-09-19,NO_ACTION_FILING_FOUND,,,,False,1.377108,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-09-24;2025-10-01,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BREA,2025-09-23,NO_ACTION_FILING_FOUND,,,,False,1.243332,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-09-24;2025-10-01,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BREA,2025-09-29,NO_ACTION_FILING_FOUND,,,,False,1.242363,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-01,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BREA,2025-10-01,NO_ACTION_FILING_FOUND,,,,False,0.818001,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-01,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BRUN,2026-05-14,NO_ACTION_FILING_FOUND,,,,False,1.242663,,,,,,,Boost Run Inc.,2090646,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-06-03,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BRUN,2026-05-29,NO_ACTION_FILING_FOUND,,,,False,1.204193,,,,,,,Boost Run Inc.,2090646,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-06-03,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BRUN,2026-06-05,NO_ACTION_FILING_FOUND,,,,False,0.820361,,,,,,,Boost Run Inc.,2090646,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-06-03,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BRUN,2026-06-15,NO_ACTION_FILING_FOUND,,,,False,1.21521,,,,,,,Boost Run Inc.,2090646,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-06-03,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BRZE,2026-03-25,NO_ACTION_FILING_FOUND,,,,False,1.248753,,,,,,,"Braze, Inc.",1676238,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-04-01,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BWA,2026-02-11,NO_ACTION_FILING_FOUND,,,,False,1.225866,,,,,,,BORGWARNER INC,908255,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-02-11;2026-02-18,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BWMN,2026-08-10,NO_ACTION_FILING_FOUND,,,,False,1.557558,,,,,,,Bowman Consulting Group Ltd.,1847590,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-08-12;2026-08-19;2026-08-26,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BW,2026-01-08,NO_ACTION_FILING_FOUND,,,,False,1.296108,,,,,,,"Babcock & Wilcox Enterprises, Inc.",1630805,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-01-28,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BW,2026-03-04,NO_ACTION_FILING_FOUND,,,,False,1.201383,,,,,,,"Babcock & Wilcox Enterprises, Inc.",1630805,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-03-11;2026-03-18;2026-03-25,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BW,2026-03-13,NO_ACTION_FILING_FOUND,,,,False,0.804364,,,,,,,"Babcock & Wilcox Enterprises, Inc.",1630805,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-03-18;2026-03-25,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BW,2026-03-17,NO_ACTION_FILING_FOUND,,,,False,1.270869,,,,,,,"Babcock & Wilcox Enterprises, Inc.",1630805,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-03-18;2026-03-25,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
BYND,2026-08-11,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,0.800689,,,,,https://www.sec.gov/Archives/edgar/data/1655210/000165521026000057/bynd-20260811.htm,,"BEYOND MEAT, INC.",1655210,FILING_EVIDENCE_FOUND,23,2026-08-19;2026-08-26,ranking_window_shortlist,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
BYND,2026-08-14,PRIMARY_VERIFIED_ACTION,reverse_split,30.0,PRIMARY_VERIFIED,True,29.372143,1.0214,8-K,2026-08-11,"8.01,9.01",https://www.sec.gov/Archives/edgar/data/1655210/000165521026000057/bynd-20260811.htm,1-for-30,"BEYOND MEAT, INC.",1655210,FILING_EVIDENCE_FOUND,23,2026-08-19;2026-08-26,ranking_window_shortlist,
CAI,2026-08-06,NO_ACTION_FILING_FOUND,,,,False,1.214936,,,,,,,"Caris Life Sciences, Inc.",2019410,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-08-26,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CAPR,2025-11-24,NO_ACTION_FILING_FOUND,,,,False,0.804518,,,,,,,"CAPRICOR THERAPEUTICS, INC.",1133869,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-12-10,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CAPR,2025-12-01,NO_ACTION_FILING_FOUND,,,,False,1.238361,,,,,,,"CAPRICOR THERAPEUTICS, INC.",1133869,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-12-10;2025-12-17,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CAPR,2025-12-03,NO_ACTION_FILING_FOUND,,,,False,4.258675,,,,,,,"CAPRICOR THERAPEUTICS, INC.",1133869,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-12-10;2025-12-17,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CAVA,2026-02-25,NO_ACTION_FILING_FOUND,,,,False,1.262119,,,,,,,"CAVA GROUP, INC.",1639438,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-02-25,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CBRL,2026-06-10,NO_ACTION_FILING_FOUND,,,,False,1.223691,,,,,,,"CRACKER BARREL OLD COUNTRY STORE, INC",1067294,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-06-10;2026-06-24;2026-07-01,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CCXI,2026-06-24,NO_ACTION_FILING_FOUND,,,,False,1.213063,,,,,,,Churchill Capital Corp XI,2074973,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-07-08;2026-07-15,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CDNA,2026-07-16,NO_ACTION_FILING_FOUND,,,,False,1.222297,,,,,,,"CareDx, Inc.",1217234,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-07-22;2026-07-29;2026-08-05,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CDNL,2026-02-19,NO_ACTION_FILING_FOUND,,,,False,1.304947,,,,,,,Cardinal Infrastructure Group Inc.,2079999,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-02-25,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CELC,2025-10-20,NO_ACTION_FILING_FOUND,,,,False,1.521898,,,,,,,Celcuity Inc.,1603454,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-22;2025-10-29;2025-11-05,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CEPU,2025-10-27,NO_ACTION_FILING_FOUND,,,,False,1.321125,,,,,,,CENTRAL PUERTO S.A.,1717161,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-29,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CFLT,2025-12-08,NO_ACTION_FILING_FOUND,,,,False,1.289542,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-12-17,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CGEM,2025-11-24,NO_ACTION_FILING_FOUND,,,,False,1.368748,,,,,,,"Cullinan Therapeutics, Inc.",1789972,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-11-26;2025-12-03,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CGNX,2026-02-12,NO_ACTION_FILING_FOUND,,,,False,1.313343,,,,,,,COGNEX CORP,851205,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-02-18;2026-02-25,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CHYM,2026-08-06,NO_ACTION_FILING_FOUND,,,,False,1.206484,,,,,,,"Chime Financial, Inc.",1795586,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-08-12,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CIFR,2025-09-25,NO_ACTION_FILING_FOUND,,,,False,0.823425,,,,,,,Cipher Digital Inc.,1819989,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-09-17,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CLDX,2026-02-25,NO_ACTION_FILING_FOUND,,,,False,1.241539,,,,,,,"Celldex Therapeutics, Inc.",744218,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-03-11,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CLFD,2026-05-07,NO_ACTION_FILING_FOUND,,,,False,1.255248,,,,,,,"Clearfield, Inc.",796505,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-20;2026-05-27,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CLPT,2025-09-24,NO_ACTION_FILING_FOUND,,,,False,1.338816,,,,,,,"ClearPoint Neuro, Inc.",1285550,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-01;2025-10-08,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CLPT,2026-06-17,NO_ACTION_FILING_FOUND,,,,False,1.359042,,,,,,,"ClearPoint Neuro, Inc.",1285550,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-06-24,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CLRO,2026-07-02,NO_ACTION_FILING_FOUND,,,,False,2.01205,,,,,,,CLEARONE INC,840715,FILING_EVIDENCE_FOUND,0,2026-07-08,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CLRO,2026-07-07,NO_ACTION_FILING_FOUND,,,,False,1.375897,,,,,,,CLEARONE INC,840715,FILING_EVIDENCE_FOUND,0,2026-07-08,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CLRO,2026-07-08,NO_ACTION_FILING_FOUND,,,,False,0.74529,,,,,,,CLEARONE INC,840715,FILING_EVIDENCE_FOUND,0,2026-07-08,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CMCO,2026-07-30,NO_ACTION_FILING_FOUND,,,,False,1.365003,,,,,,,COLUMBUS MCKINNON CORP,1005229,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-08-05,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CMCT,2025-11-06,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,1.213531,,,,,https://www.sec.gov/Archives/edgar/data/908311/000090831125000056/cmct-20250801.htm,,Creative Media & Community Trust Corp,908311,FILING_EVIDENCE_FOUND,68,2025-11-19,ranking_window_shortlist,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
CMCT,2025-11-07,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,0.829286,,,,,https://www.sec.gov/Archives/edgar/data/908311/000090831125000056/cmct-20250801.htm,,Creative Media & Community Trust Corp,908311,FILING_EVIDENCE_FOUND,68,2025-11-19,ranking_window_shortlist,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
CMCT,2025-11-12,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,1.846307,,,,,https://www.sec.gov/Archives/edgar/data/908311/000090831125000056/cmct-20250801.htm,,Creative Media & Community Trust Corp,908311,FILING_EVIDENCE_FOUND,68,2025-11-19,ranking_window_shortlist,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
CMCT,2025-11-13,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,0.762215,,,,,https://www.sec.gov/Archives/edgar/data/908311/000090831125000056/cmct-20250801.htm,,Creative Media & Community Trust Corp,908311,FILING_EVIDENCE_FOUND,68,2025-11-19,ranking_window_shortlist,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
CMCT,2025-11-14,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,1.413374,,,,,https://www.sec.gov/Archives/edgar/data/908311/000090831125000056/cmct-20250801.htm,,Creative Media & Community Trust Corp,908311,FILING_EVIDENCE_FOUND,68,2025-11-19,ranking_window_shortlist,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
CMCT,2025-11-18,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,1.210177,,,,,https://www.sec.gov/Archives/edgar/data/908311/000090831125000056/cmct-20250801.htm,,Creative Media & Community Trust Corp,908311,FILING_EVIDENCE_FOUND,68,2025-11-19,ranking_window_shortlist,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
CNTA,2026-03-31,NO_ACTION_FILING_FOUND,,,,False,1.452813,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2026-04-01;2026-04-08,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
COCO,2026-04-29,NO_ACTION_FILING_FOUND,,,,False,1.301067,,,,,,,"Vita Coco Company, Inc.",1482981,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-13,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
COGT,2025-11-10,NO_ACTION_FILING_FOUND,,,,False,2.210526,,,,,,,"Cogent Biosciences, Inc.",1622229,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-11-12;2025-11-19;2025-11-26,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CPAC,2025-12-16,NO_ACTION_FILING_FOUND,,,,False,1.4,,,,,,,CEMENTOS PACASMAYO SAA,1221029,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-12-17,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CPSH,2026-05-05,NO_ACTION_FILING_FOUND,,,,False,0.764706,,,,,,,CPS TECHNOLOGIES CORP/DE/,814676,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-27,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CPSH,2026-05-19,NO_ACTION_FILING_FOUND,,,,False,0.808451,,,,,,,CPS TECHNOLOGIES CORP/DE/,814676,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-27,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CPSH,2026-05-22,NO_ACTION_FILING_FOUND,,,,False,1.287554,,,,,,,CPS TECHNOLOGIES CORP/DE/,814676,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-27,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CPSH,2026-05-26,NO_ACTION_FILING_FOUND,,,,False,1.858333,,,,,,,CPS TECHNOLOGIES CORP/DE/,814676,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-27,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CPSH,2026-05-28,NO_ACTION_FILING_FOUND,,,,False,0.797599,,,,,,,CPS TECHNOLOGIES CORP/DE/,814676,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-27,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CPSH,2026-05-29,NO_ACTION_FILING_FOUND,,,,False,0.810288,,,,,,,CPS TECHNOLOGIES CORP/DE/,814676,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-27,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CPSH,2026-06-11,NO_ACTION_FILING_FOUND,,,,False,1.264691,,,,,,,CPS TECHNOLOGIES CORP/DE/,814676,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-27,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CRCL,2026-02-25,NO_ACTION_FILING_FOUND,,,,False,1.201662,,,,,,,"Circle Internet Group, Inc.",1876042,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-02-25,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CRML,2025-10-06,NO_ACTION_FILING_FOUND,,,,False,1.442284,,,,,,,Critical Metals Corp.,1951089,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-08;2025-10-15;2025-10-22,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CRML,2025-10-08,NO_ACTION_FILING_FOUND,,,,False,1.216675,,,,,,,Critical Metals Corp.,1951089,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-08;2025-10-15;2025-10-22,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CRML,2025-10-09,NO_ACTION_FILING_FOUND,,,,False,1.247878,,,,,,,Critical Metals Corp.,1951089,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-15;2025-10-22,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
CRML,2025-10-13,NO_ACTION_FILING_FOUND,,,,False,1.553139,,,,,,,Critical Metals Corp.,1951089,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-15;2025-10-22,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
